ORDERNUMBER,ORDERLINENUMBER,DATE_ID,PRODUCT_ID,CUSTOMER_ID,QUANTITYORDERED,PRICEEACH,SALES,STATUS,DEALSIZE
10148,13,154,18,43,23,100.0,2702.04,Shipped,Small
10161,12,155,18,79,28,100.0,3764.88,Shipped,Medium
10171,2,156,18,44,35,100.0,4508.0,Shipped,Medium
10181,6,104,18,8,44,100.0,5418.16,Shipped,Medium
10192,11,105,18,41,22,100.0,3300.66,Shipped,Medium
10204,17,106,18,75,42,100.0,6182.4,Shipped,Medium
10212,10,139,18,24,29,100.0,4186.73,Shipped,Medium
10225,1,107,18,70,32,100.0,4529.28,Shipped,Medium
10240,3,157,18,45,41,100.0,5628.89,Shipped,Medium
10253,5,109,18,23,26,100.0,3054.48,Cancelled,Medium
10266,6,110,18,71,21,100.0,2526.51,Shipped,Small
10278,6,158,18,85,34,100.0,4667.86,Shipped,Medium
10287,4,112,18,70,41,100.0,6499.32,Shipped,Medium
10301,8,159,18,86,37,100.0,5917.78,Shipped,Medium
10310,2,114,18,69,37,100.0,6231.91,Shipped,Medium
10321,10,46,18,22,41,100.0,5803.14,Shipped,Medium
10331,6,160,18,46,46,100.0,6434.02,Shipped,Medium
10342,2,21,18,11,40,100.0,6454.4,Shipped,Medium
10356,8,161,18,3,43,97.6,4196.8,Shipped,Medium
10365,1,162,18,51,30,87.06,2611.8,Shipped,Small
10377,2,143,18,17,35,100.0,5895.05,Shipped,Medium
10390,14,163,18,40,36,93.77,3375.72,Shipped,Medium
10406,3,164,18,49,61,100.0,8374.69,Disputed,Large
10419,5,117,18,20,38,100.0,4464.24,Shipped,Medium
10102,2,165,19,12,39,100.0,4808.31,Shipped,Medium
10111,6,166,19,9,33,99.66,3288.78,Shipped,Medium
10125,1,167,19,11,32,100.0,3254.72,Shipped,Medium
10139,7,168,19,21,31,100.0,3184.94,Shipped,Medium
10149,4,169,19,83,50,100.0,5907.5,Shipped,Medium
10162,2,170,19,5,48,91.44,4389.12,Shipped,Medium
10173,6,156,19,87,43,100.0,5036.16,Shipped,Medium
10182,3,104,19,40,25,87.33,2183.25,Shipped,Small
10193,7,171,19,88,28,100.0,3106.88,Shipped,Medium
10205,2,172,19,24,36,100.0,3735.72,Shipped,Medium
10215,10,37,19,33,27,89.38,2413.26,Shipped,Small
10227,3,173,19,31,25,100.0,2953.75,Shipped,Small
10244,7,174,19,24,40,100.0,4684.8,Shipped,Medium
10256,2,175,19,49,34,95.55,3248.7,Shipped,Medium
10280,9,42,19,37,50,100.0,5239.5,Shipped,Medium
10289,2,176,19,8,38,100.0,4567.98,Shipped,Medium
10304,13,44,19,39,37,95.55,3535.35,Shipped,Medium
10312,10,45,19,40,43,89.38,3843.34,Shipped,Medium
10322,14,46,19,41,43,86.3,3710.9,Shipped,Medium
10332,15,160,19,78,46,95.13,4375.98,Shipped,Medium
10346,3,48,19,85,42,36.11,1516.62,Shipped,Small
10356,9,161,19,3,50,50.18,2509.0,Shipped,Small
10369,8,50,19,42,44,100.0,9240.44,Shipped,Large
10380,13,177,19,24,27,93.16,2515.32,Shipped,Small
10391,2,52,19,43,35,100.0,5548.9,Shipped,Medium
10422,2,178,19,19,51,95.55,4873.05,In Process,Medium
10102,1,165,20,12,41,50.14,2055.74,Shipped,Small
10111,5,166,20,9,48,49.06,2354.88,Shipped,Small
10126,17,29,20,26,42,54.99,2309.58,Shipped,Small
10139,6,168,20,21,49,43.13,2113.37,Shipped,Small
10149,3,169,20,83,30,58.22,1746.6,Shipped,Small
10162,1,170,20,5,45,51.21,2304.45,Shipped,Small
10173,5,156,20,87,48,44.21,2122.08,Shipped,Small
10182,2,104,20,40,32,54.45,1742.4,Shipped,Small
10193,6,171,20,88,46,53.37,2455.02,Shipped,Small
10205,1,172,20,24,48,63.61,3053.28,Shipped,Medium
10215,9,37,20,33,33,43.13,1423.29,Shipped,Small
10227,2,173,20,31,31,48.52,1504.12,Shipped,Small
10244,6,174,20,24,20,58.22,1164.4,Shipped,Small
10256,1,175,20,49,29,51.75,1500.75,Shipped,Small
10280,8,42,20,37,27,57.68,1557.36,Shipped,Small
10289,1,176,20,8,24,56.07,1345.68,Shipped,Small
10304,12,44,20,39,37,48.52,1795.24,Shipped,Small
10312,9,45,20,40,25,44.21,1105.25,Shipped,Small
10322,5,46,20,41,41,57.68,2364.88,Shipped,Small
10332,16,160,20,78,27,89.89,2427.03,Shipped,Small
10347,7,48,20,11,21,58.95,1237.95,Shipped,Small
10356,6,161,20,3,22,72.41,1593.02,Shipped,Small
10369,7,50,20,42,32,98.63,3156.16,Shipped,Medium
10381,9,51,20,5,25,52.83,1320.75,Shipped,Small
10391,3,52,20,43,42,100.0,4998.0,Shipped,Medium
10422,1,178,20,19,25,51.75,1293.75,In Process,Small
10110,16,179,21,78,37,100.0,5433.08,Shipped,Medium
10123,2,180,21,47,26,100.0,3073.72,Shipped,Medium
10137,2,181,21,2,44,99.55,4380.2,Shipped,Medium
10148,9,154,21,43,47,100.0,5848.68,Shipped,Medium
10161,8,155,21,79,43,100.0,6153.73,Shipped,Medium
10172,6,156,21,14,42,100.0,4965.24,Shipped,Medium
10181,2,104,21,8,42,100.0,5435.64,Shipped,Medium
10192,7,105,21,41,29,100.0,4258.36,Shipped,Medium
10204,13,106,21,75,40,100.0,4032.0,Shipped,Medium
10212,6,139,21,24,38,100.0,4492.36,Shipped,Medium
10226,4,182,21,56,38,100.0,4161.38,Shipped,Medium
10241,11,157,21,84,21,100.0,2508.66,Shipped,Small
10253,1,109,21,23,24,100.0,3374.88,Cancelled,Medium
10266,2,110,21,71,36,100.0,5196.6,Shipped,Medium
10278,2,158,21,85,23,100.0,2604.52,Shipped,Small
10288,14,183,21,66,20,100.0,2936.8,Shipped,Small
10301,4,159,21,86,32,100.0,3424.64,Shipped,Medium
10311,9,114,21,24,29,100.0,2923.2,Shipped,Small
10321,6,46,21,22,44,100.0,4489.76,Shipped,Medium
10331,14,160,21,46,44,100.0,4849.24,Shipped,Medium
10343,4,21,21,2,36,100.0,5848.92,Shipped,Medium
10367,1,184,21,4,49,56.3,2758.7,Resolved,Small
10378,5,185,21,24,34,42.64,1449.76,Shipped,Small
10407,11,186,21,62,59,100.0,7048.14,On Hold,Large
10419,1,117,21,20,37,100.0,5202.94,Shipped,Medium
10106,12,187,22,87,36,100.0,5279.4,Shipped,Medium
10119,3,64,22,20,43,100.0,6916.12,Shipped,Medium
10131,4,188,22,89,21,100.0,2781.66,Shipped,Small
10143,7,66,22,51,32,100.0,5248.0,Shipped,Medium
10155,5,67,22,17,38,100.0,6531.44,Shipped,Medium
10167,1,68,22,38,43,100.0,5763.72,Cancelled,Medium
10178,4,69,22,52,42,100.0,6490.68,Shipped,Medium
10186,1,70,22,53,32,100.0,6004.8,Shipped,Medium
10198,4,189,22,67,42,100.0,7483.98,Shipped,Large
10210,17,56,22,45,31,100.0,5719.5,Shipped,Medium
10222,4,73,22,56,49,100.0,6954.08,Shipped,Medium
10250,14,190,22,62,45,100.0,8160.3,Shipped,Large
10262,9,191,22,24,49,100.0,6567.96,Cancelled,Medium
10274,1,76,22,42,41,100.0,6724.0,Shipped,Medium
10284,11,192,22,86,45,100.0,5747.85,Shipped,Medium
10296,7,193,22,90,36,100.0,5676.84,Shipped,Medium
10307,1,79,22,30,39,100.0,7379.97,Shipped,Large
10316,9,80,22,60,27,100.0,3704.13,Shipped,Medium
10327,6,194,22,49,25,100.0,2804.75,Resolved,Small
10338,1,195,22,91,41,100.0,5624.79,Shipped,Medium
10351,1,196,22,50,39,99.52,3881.28,Shipped,Medium
10373,4,85,22,61,28,57.55,1611.4,Shipped,Small
10386,7,197,22,24,25,54.57,1364.25,Resolved,Small
10398,11,198,22,2,33,100.0,4215.09,Shipped,Medium
10400,1,88,22,62,34,100.0,6433.82,Shipped,Medium
10416,14,199,22,71,24,100.0,4352.16,Shipped,Medium
10100,3,200,23,41,30,100.0,5151.0,Shipped,Medium
10110,7,179,23,78,42,100.0,6069.0,Shipped,Medium
10124,6,167,23,85,21,100.0,2856.0,Shipped,Small
10149,11,169,23,83,34,100.0,5375.4,Shipped,Medium
10162,9,170,23,5,29,100.0,5176.5,Shipped,Medium
10173,13,156,23,87,24,100.0,3508.8,Shipped,Medium
10182,10,104,23,40,44,100.0,7554.8,Shipped,Large
10193,14,171,23,88,21,100.0,3141.6,Shipped,Medium
10204,4,106,23,75,33,100.0,5890.5,Shipped,Medium
10214,7,201,23,26,30,100.0,5967.0,Shipped,Medium
10227,10,173,23,31,26,100.0,3712.8,Shipped,Medium
10241,2,157,23,84,41,100.0,7597.3,Shipped,Large
10280,16,42,23,37,26,100.0,3668.6,Shipped,Medium
10288,5,183,23,66,32,100.0,5875.2,Shipped,Medium
10302,1,67,23,23,43,100.0,7310.0,Shipped,Large
10312,17,45,23,40,48,100.0,8078.4,Shipped,Large
10331,7,160,23,46,44,74.04,3257.76,Shipped,Medium
10344,1,202,23,68,45,100.0,7650.0,Shipped,Large
10367,3,184,23,4,37,100.0,4703.81,Resolved,Medium
10379,2,185,23,24,39,100.0,5399.55,Shipped,Medium
10407,2,186,23,62,76,100.0,14082.8,On Hold,Large
10420,5,203,23,21,37,100.0,5283.6,In Process,Medium
10108,2,99,24,67,38,82.39,3130.82,Shipped,Medium
10122,6,100,24,68,43,72.38,3112.34,Shipped,Medium
10135,3,101,24,40,48,79.31,3806.88,Shipped,Medium
10147,3,102,24,42,26,82.39,2142.14,Shipped,Small
10160,4,138,24,55,38,88.55,3364.9,Shipped,Medium
10170,2,103,24,64,20,63.14,1262.8,Shipped,Small
10181,10,104,24,8,22,73.92,1626.24,Shipped,Small
10192,15,105,24,41,45,90.86,4088.7,Shipped,Medium
10203,4,106,24,24,45,85.47,3846.15,Shipped,Medium
10212,14,139,24,24,20,66.99,1339.8,Shipped,Small
10225,5,107,24,70,47,64.68,3039.96,Shipped,Medium
10239,4,149,24,61,46,73.92,3400.32,Shipped,Medium
10253,9,109,24,23,23,83.93,1930.39,Cancelled,Small
10266,10,110,24,71,33,74.69,2464.77,Shipped,Small
10278,10,158,24,85,29,90.86,2634.94,Shipped,Small
10287,8,112,24,70,44,82.39,3625.16,Shipped,Medium
10300,1,113,24,73,41,92.4,3788.4,Shipped,Medium
10310,6,114,24,69,20,91.63,1832.6,Shipped,Small
10321,14,46,24,22,37,78.54,2905.98,Shipped,Small
10329,9,20,24,1,29,100.0,2954.81,Shipped,Small
10342,1,21,24,11,55,65.45,3599.75,Shipped,Medium
10363,7,116,24,74,22,100.0,3686.54,Shipped,Medium
10377,4,143,24,17,31,67.76,2100.56,Shipped,Small
10389,3,24,24,38,49,79.22,3881.78,Shipped,Medium
10405,4,151,24,84,61,73.92,4509.12,Shipped,Medium
10419,9,117,24,20,39,83.93,3273.27,Shipped,Medium
10109,3,152,25,46,38,100.0,4432.7,Shipped,Medium
10122,1,100,25,68,31,100.0,4100.99,Shipped,Medium
10136,1,153,25,52,36,100.0,5274.72,Shipped,Medium
10148,12,154,25,43,25,100.0,4232.0,Shipped,Medium
10161,11,155,25,79,48,100.0,6145.44,Shipped,Medium
10171,1,156,25,44,35,100.0,4680.2,Shipped,Medium
10181,5,104,25,8,21,100.0,3286.08,Shipped,Medium
10192,10,105,25,41,47,100.0,7421.3,Shipped,Large
10204,16,106,25,75,38,100.0,6432.64,Shipped,Medium
10212,9,139,25,24,41,100.0,4840.87,Shipped,Medium
10226,7,182,25,56,24,100.0,3892.08,Shipped,Medium
10240,2,157,25,45,37,100.0,5526.32,Shipped,Medium
10253,4,109,25,23,33,100.0,4459.62,Cancelled,Medium
10266,5,110,25,71,49,100.0,6203.4,Shipped,Medium
10278,5,158,25,85,29,100.0,3754.05,Shipped,Medium
10287,3,112,25,70,24,100.0,3516.48,Shipped,Medium
10301,7,159,25,86,47,100.0,7488.04,Shipped,Large
10310,1,114,25,69,24,100.0,3448.08,Shipped,Medium
10321,9,46,25,22,25,100.0,3734.0,Shipped,Medium
10331,8,160,25,46,30,32.47,974.1,Shipped,Small
10342,3,21,25,11,22,100.0,3160.74,Shipped,Medium
10356,2,161,25,3,27,64.69,1746.63,Shipped,Small
10366,3,204,25,91,34,100.0,4207.84,Shipped,Medium
10377,6,143,25,17,36,100.0,4352.76,Shipped,Medium
10390,15,163,25,40,34,43.05,1463.7,Shipped,Small
10406,2,164,25,49,48,100.0,7169.28,Disputed,Large
10419,4,117,25,20,34,100.0,4594.76,Shipped,Medium
10104,8,135,26,24,24,100.0,3457.92,Shipped,Medium
10115,4,144,26,28,46,100.0,7381.16,Shipped,Large
10127,10,119,26,75,45,100.0,7146.9,Shipped,Large
10141,4,145,26,74,39,100.0,5938.53,Shipped,Medium
10151,2,146,26,61,43,100.0,7110.91,Shipped,Large
10165,11,122,26,27,29,100.0,5032.95,Shipped,Medium
10176,10,33,26,71,20,100.0,3667.6,Shipped,Medium
10184,5,70,26,82,46,100.0,7381.16,Shipped,Large
10195,5,35,26,48,27,100.0,5128.11,Shipped,Medium
10207,6,92,26,65,44,100.0,7060.24,Shipped,Large
10219,1,147,26,83,43,100.0,8448.64,Shipped,Large
10230,8,136,26,73,49,100.0,7300.51,Shipped,Large
10246,4,126,26,24,40,100.0,6549.2,Shipped,Medium
10259,3,40,26,66,30,100.0,5697.9,Shipped,Medium
10271,4,127,26,40,50,100.0,9169.0,Shipped,Large
10282,13,77,26,40,23,100.0,3238.63,Shipped,Medium
10292,7,43,26,1,26,100.0,4554.94,Shipped,Medium
10305,4,96,26,16,27,100.0,3934.44,Shipped,Medium
10314,13,97,26,79,42,100.0,5776.26,Shipped,Medium
10324,8,81,26,12,47,100.0,7207.45,Shipped,Large
10336,6,129,26,63,49,100.0,7460.74,Shipped,Large
10349,8,141,26,75,38,100.0,6719.54,Shipped,Medium
10358,10,49,26,24,20,100.0,2428.0,Shipped,Small
10371,7,130,26,40,25,100.0,2602.25,Shipped,Small
10382,5,51,26,40,25,88.0,2200.0,Shipped,Small
10412,4,148,26,24,41,100.0,6712.93,Shipped,Medium
10425,3,54,26,15,28,100.0,5318.04,In Process,Medium
10100,2,200,27,41,50,67.8,3390.0,Shipped,Medium
10110,6,179,27,78,32,50.25,1608.0,Shipped,Small
10124,5,167,27,85,42,53.88,2262.96,Shipped,Small
10149,10,169,27,83,24,62.36,1496.64,Shipped,Small
10162,8,170,27,5,27,69.62,1879.74,Shipped,Small
10173,12,156,27,87,26,57.51,1495.26,Shipped,Small
10182,9,104,27,40,38,61.15,2323.7,Shipped,Small
10193,13,171,27,88,42,59.33,2491.86,Shipped,Small
10204,3,106,27,75,23,71.44,1643.12,Shipped,Small
10214,6,201,27,26,21,62.96,1322.16,Shipped,Small
10227,9,173,27,31,28,50.85,1423.8,Shipped,Small
10241,1,157,27,84,33,72.65,2397.45,Shipped,Small
10280,15,42,27,37,25,62.96,1574.0,Shipped,Small
10288,4,183,27,66,28,61.75,1729.0,Shipped,Small
10303,2,205,27,82,46,49.04,2255.84,Shipped,Small
10312,16,45,27,40,30,61.15,1834.5,Shipped,Small
10332,9,160,27,78,38,84.25,3201.5,Shipped,Medium
10344,2,202,27,68,40,56.91,2276.4,Shipped,Small
10367,4,184,27,4,45,100.0,8884.8,Resolved,Large
10379,1,185,27,24,27,49.3,1331.1,Shipped,Small
10407,1,186,27,62,42,72.65,3051.3,On Hold,Medium
10420,4,203,27,21,36,63.57,2288.52,In Process,Small
10104,12,135,28,24,29,100.0,3772.61,Shipped,Medium
10114,3,90,28,63,39,100.0,4164.42,Shipped,Medium
10127,14,119,28,75,45,100.0,6295.95,Shipped,Medium
10141,8,145,28,74,47,100.0,6287.66,Shipped,Medium
10151,6,146,28,61,49,100.0,5412.54,Shipped,Medium
10165,15,122,28,27,46,100.0,5984.14,Shipped,Medium
10175,4,33,28,50,48,100.0,5891.04,Shipped,Medium
10184,9,70,28,82,46,100.0,5984.14,Shipped,Medium
10195,9,35,28,48,35,100.0,3608.15,Shipped,Medium
10207,10,92,28,65,43,100.0,5752.54,Shipped,Medium
10229,4,94,28,40,26,100.0,3765.32,Shipped,Medium
10246,8,126,28,24,22,98.18,2159.96,Shipped,Small
10259,7,40,28,66,34,99.41,3379.94,Shipped,Medium
10271,8,127,28,40,50,100.0,5093.5,Shipped,Medium
10281,4,95,28,19,48,100.0,5773.44,Shipped,Medium
10292,11,43,28,1,41,100.0,4528.86,Shipped,Medium
10305,8,96,28,16,36,100.0,4816.08,Shipped,Medium
10313,2,97,28,32,29,100.0,3416.78,Shipped,Medium
10324,10,81,28,12,33,37.48,1236.84,Shipped,Small
10334,6,98,28,25,46,100.0,5814.86,On Hold,Medium
10349,7,141,28,75,38,100.0,5223.48,Shipped,Medium
10358,11,49,28,24,20,36.42,728.4,Shipped,Small
10370,5,50,28,43,22,100.0,3949.0,Shipped,Medium
10383,11,206,28,24,27,100.0,3843.99,Shipped,Medium
10412,8,148,28,24,56,98.18,5498.08,Shipped,Medium
10425,7,54,28,15,38,99.41,3777.58,In Process,Medium
10101,4,207,29,73,25,100.0,3782.0,Shipped,Medium
10110,4,179,29,78,33,100.0,3859.68,Shipped,Medium
10124,3,167,29,85,42,100.0,4431.84,Shipped,Medium
10149,8,169,29,83,33,100.0,4950.33,Shipped,Medium
10162,6,170,29,5,38,100.0,4299.7,Shipped,Medium
10173,10,156,29,87,31,100.0,4492.83,Shipped,Medium
10182,7,104,29,40,20,100.0,2212.0,Shipped,Small
10193,11,171,29,88,44,100.0,4642.88,Shipped,Medium
10204,1,106,29,75,26,100.0,3206.32,Shipped,Medium
10214,4,201,29,26,27,100.0,3604.23,Shipped,Medium
10227,7,173,29,31,46,100.0,7017.76,Shipped,Large
10243,2,208,29,65,47,100.0,6154.18,Shipped,Medium
10280,13,42,29,37,37,100.0,4750.8,Shipped,Medium
10288,2,183,29,66,31,100.0,3822.92,Shipped,Medium
10304,17,44,29,39,24,100.0,2440.8,Shipped,Small
10312,14,45,29,40,31,100.0,4729.36,Shipped,Medium
10322,6,46,29,41,50,100.0,12536.5,Shipped,Large
10332,8,160,29,78,35,64.69,2264.15,Shipped,Small
10344,3,202,29,68,30,100.0,3928.2,Shipped,Medium
10356,3,161,29,3,29,100.0,3630.22,Shipped,Medium
10367,5,184,29,4,27,100.0,4196.07,Resolved,Medium
10380,10,177,29,24,40,100.0,4931.6,Shipped,Medium
10390,16,163,29,40,31,98.99,3068.69,Shipped,Medium
10409,2,209,29,66,6,100.0,785.64,Shipped,Small
10420,2,203,29,21,45,100.0,4977.0,In Process,Medium
10103,2,27,30,18,22,54.09,1189.98,Shipped,Small
10114,6,90,30,63,45,68.67,3090.15,Shipped,Medium
10126,2,29,30,26,43,65.02,2795.86,Shipped,Small
10140,2,30,30,6,46,61.99,2851.54,Shipped,Small
10151,9,146,30,61,39,69.28,2701.92,Shipped,Small
10165,18,122,30,27,31,71.1,2204.1,Shipped,Small
10175,7,33,30,50,41,69.28,2840.48,Shipped,Small
10184,12,70,30,82,44,60.16,2647.04,Shipped,Small
10194,2,35,30,31,45,70.49,3172.05,Shipped,Medium
10207,13,92,30,65,37,69.89,2585.93,Shipped,Small
10217,2,93,30,66,35,61.38,2148.3,Shipped,Small
10229,7,94,30,40,28,59.55,1667.4,Shipped,Small
10246,11,126,30,24,30,61.99,1859.7,Shipped,Small
10259,10,40,30,66,30,49.22,1476.6,Shipped,Small
10271,11,127,30,40,25,69.28,1732.0,Shipped,Small
10281,7,95,30,19,29,57.73,1674.17,Shipped,Small
10291,2,43,30,38,26,57.73,1500.98,Shipped,Small
10305,11,96,30,16,41,53.48,2192.68,Shipped,Small
10313,5,97,30,32,34,52.87,1797.58,Shipped,Small
10322,11,46,30,41,35,61.21,2142.35,Shipped,Small
10334,1,98,30,25,34,61.38,2086.92,On Hold,Small
10347,8,48,30,11,50,100.0,6834.5,Shipped,Medium
10357,7,49,30,40,41,61.99,2541.59,Shipped,Small
10370,7,50,30,43,22,96.86,2130.92,Shipped,Small
10381,7,51,30,5,35,48.62,1701.7,Shipped,Small
10391,5,52,30,43,44,38.5,1694.0,Shipped,Small
10412,11,148,30,24,47,61.99,2913.53,Shipped,Small
10425,10,54,30,15,19,49.22,935.18,In Process,Small
10106,2,187,31,87,34,90.39,3073.26,Shipped,Medium
10120,8,55,31,11,29,71.81,2082.49,Shipped,Small
10133,3,210,31,24,49,69.27,3394.23,Shipped,Medium
10145,14,4,31,4,30,85.32,2559.6,Shipped,Small
10168,9,6,31,6,21,70.96,1490.16,Shipped,Small
10210,7,56,31,45,50,76.88,3844.0,Shipped,Medium
10223,9,11,31,11,47,100.0,4724.91,Shipped,Medium
10235,3,211,31,58,24,76.03,1824.72,Shipped,Small
10250,4,190,31,62,27,98.84,2668.68,Shipped,Small
10263,10,14,31,14,33,86.17,2843.61,Shipped,Small
10275,9,15,31,15,35,90.39,3163.65,Shipped,Medium
10284,1,192,31,86,31,71.81,2226.11,Shipped,Small
10297,4,212,31,76,25,82.79,2069.75,Shipped,Small
10308,7,18,31,48,27,82.79,2235.33,Shipped,Small
10318,9,19,31,19,31,100.0,3116.43,Shipped,Medium
10327,8,194,31,49,45,100.0,4781.7,Resolved,Medium
10339,2,59,31,36,27,100.0,2810.7,Shipped,Small
10353,1,213,31,89,27,100.0,3515.67,Shipped,Medium
10374,2,60,31,29,42,69.27,2909.34,Shipped,Small
10386,18,197,31,24,21,74.77,1570.17,Resolved,Small
10398,15,198,31,2,34,76.88,2613.92,Shipped,Small
10401,3,214,31,13,42,76.03,3193.26,On Hold,Medium
10416,4,199,31,71,15,98.84,1482.6,Shipped,Small
10107,6,1,32,1,29,70.87,2055.23,Shipped,Small
10120,4,55,32,11,46,58.15,2674.9,Shipped,Small
10134,6,3,32,3,30,61.78,1853.4,Shipped,Small
10145,10,4,32,4,30,49.67,1490.1,Shipped,Small
10159,18,5,32,5,42,51.48,2162.16,Shipped,Small
10168,5,6,32,6,46,61.18,2814.28,Shipped,Small
10180,13,7,32,7,25,64.2,1605.0,Shipped,Small
10188,5,8,32,8,32,65.42,2093.44,Shipped,Small
10201,6,9,32,9,30,64.81,1944.3,Shipped,Small
10210,3,56,32,45,40,49.67,1986.8,Shipped,Small
10223,5,11,32,11,28,60.57,1695.96,Shipped,Small
10236,2,57,32,46,23,55.72,1281.56,Shipped,Small
10251,6,13,32,13,29,61.18,1774.22,Shipped,Small
10263,6,14,32,14,34,58.75,1997.5,Shipped,Small
10275,5,15,32,15,37,63.6,2353.2,Shipped,Small
10285,10,16,32,16,20,49.06,981.2,Shipped,Small
10298,2,58,32,47,32,48.46,1550.72,Shipped,Small
10308,3,18,32,48,34,52.09,1771.06,Shipped,Small
10318,5,19,32,19,42,52.7,2213.4,Shipped,Small
10329,12,20,32,1,38,100.0,5266.04,Shipped,Medium
10339,1,59,32,36,30,62.16,1864.8,Shipped,Small
10362,3,62,32,6,23,49.67,1142.41,Shipped,Small
10374,4,60,32,29,22,53.3,1172.6,Shipped,Small
10389,5,24,32,38,39,100.0,6981.0,Shipped,Medium
10402,2,61,32,10,55,55.72,3064.6,Shipped,Medium
10417,6,26,32,24,36,61.18,2202.48,Disputed,Small
10101,1,207,33,73,26,100.0,3773.38,Shipped,Medium
10110,1,179,33,78,31,100.0,5074.39,Shipped,Medium
10125,2,167,33,11,34,100.0,6483.46,Shipped,Medium
10139,8,168,33,21,41,100.0,7956.46,Shipped,Large
10149,5,169,33,83,23,100.0,4230.62,Shipped,Medium
10162,3,170,33,5,48,100.0,7209.12,Shipped,Large
10173,7,156,33,87,22,100.0,3452.68,Shipped,Medium
10182,4,104,33,40,21,100.0,3047.73,Shipped,Medium
10193,8,171,33,88,22,100.0,3675.32,Shipped,Medium
10205,3,172,33,24,40,100.0,7492.4,Shipped,Large
10214,1,201,33,26,50,100.0,9534.5,Shipped,Large
10227,4,173,33,31,29,100.0,5579.02,Shipped,Medium
10244,8,174,33,24,43,100.0,5950.34,Shipped,Medium
10255,1,215,33,84,24,100.0,3726.0,Shipped,Medium
10280,10,42,33,37,22,100.0,4455.0,Shipped,Medium
10289,3,176,33,8,43,100.0,8272.34,Shipped,Large
10304,14,44,33,39,20,100.0,3577.6,Shipped,Medium
10312,11,45,33,40,25,100.0,3881.25,Shipped,Medium
10322,2,46,33,41,36,100.0,5797.44,Shipped,Medium
10332,1,160,33,78,24,52.67,1264.08,Shipped,Small
10347,6,48,33,11,21,100.0,4815.3,Shipped,Medium
10356,1,161,33,3,30,100.0,4462.2,Shipped,Medium
10367,7,184,33,4,32,94.79,3033.28,Resolved,Medium
10380,8,177,33,24,21,47.18,990.78,Shipped,Small
10390,7,163,33,40,26,78.11,2030.86,Shipped,Small
10421,1,203,33,40,35,100.0,5433.75,In Process,Medium
10109,1,152,34,46,26,100.0,3157.44,Shipped,Medium
10123,3,180,34,47,46,100.0,5161.2,Shipped,Medium
10137,3,181,34,2,37,100.0,4346.76,Shipped,Medium
10148,10,154,34,43,27,100.0,3528.36,Shipped,Medium
10161,9,155,34,79,23,100.0,3187.8,Shipped,Medium
10172,7,156,34,14,39,100.0,6023.16,Shipped,Medium
10181,3,104,34,8,27,100.0,3884.76,Shipped,Medium
10192,8,105,34,41,38,100.0,4965.84,Shipped,Medium
10204,14,106,34,75,27,100.0,4169.88,Shipped,Medium
10212,7,139,34,24,40,100.0,4910.4,Shipped,Medium
10226,5,182,34,56,24,100.0,3231.36,Shipped,Medium
10241,12,157,34,84,44,100.0,6853.44,Shipped,Medium
10253,2,109,34,23,37,100.0,5177.04,Cancelled,Medium
10266,3,110,34,71,20,100.0,2824.8,Shipped,Small
10278,3,158,34,85,39,100.0,4324.32,Shipped,Medium
10287,1,112,34,70,44,100.0,5052.96,Shipped,Medium
10301,5,159,34,86,22,100.0,3223.44,Shipped,Medium
10311,10,114,34,24,43,100.0,5278.68,Shipped,Medium
10321,7,46,34,22,27,100.0,2851.2,Shipped,Small
10331,10,160,34,46,26,64.9,1687.4,Shipped,Small
10343,3,21,34,2,25,52.32,1308.0,Shipped,Small
10366,2,204,34,91,49,100.0,6144.6,Shipped,Medium
10379,5,185,34,24,29,100.0,5127.2,Shipped,Medium
10407,12,186,34,62,41,100.0,6386.16,On Hold,Medium
10419,2,117,34,20,55,100.0,7695.6,Shipped,Large
10103,12,27,35,18,27,83.07,2242.89,Shipped,Small
10112,2,28,35,25,23,100.0,2539.89,Shipped,Small
10126,12,29,35,26,31,90.17,2795.27,Shipped,Small
10139,1,168,35,21,46,100.0,5545.76,Shipped,Medium
10150,9,31,35,27,47,91.18,4285.46,Shipped,Medium
10163,2,32,35,28,31,100.0,3329.09,Shipped,Medium
10174,5,33,35,29,46,100.0,5592.22,Shipped,Medium
10183,9,34,35,30,37,89.15,3298.55,Shipped,Medium
10193,1,171,35,88,28,93.21,2609.88,Shipped,Small
10206,7,36,35,32,37,90.17,3336.29,Shipped,Medium
10215,4,37,35,33,49,100.0,5510.05,Shipped,Medium
10228,3,38,35,34,24,100.0,2504.4,Shipped,Small
10244,1,174,35,24,30,100.0,3525.6,Shipped,Medium
10257,1,216,35,62,50,88.14,4407.0,Shipped,Medium
10270,10,41,35,21,31,96.24,2983.44,Shipped,Small
10280,3,42,35,37,46,100.0,5126.24,Shipped,Medium
10291,12,43,35,38,47,100.0,5713.79,Shipped,Medium
10304,7,44,35,39,46,100.0,4613.8,Shipped,Medium
10312,4,45,35,40,37,100.0,3711.1,Shipped,Medium
10322,12,46,35,41,33,100.0,3524.73,Shipped,Medium
10333,5,47,35,9,31,90.17,2795.27,Shipped,Small
10347,9,48,35,11,48,100.0,4814.4,Shipped,Medium
10357,6,49,35,40,41,87.13,3572.33,Shipped,Medium
10369,1,50,35,42,42,100.0,4581.36,Shipped,Medium
10381,8,51,35,5,41,100.0,4319.76,Shipped,Medium
